Ad state	Ad	Description line 1	Description line 2	Display URL	Destination URL	Final URL	Mobile final URL	Tracking template	Custom parameter	Campaign	Ad group	Status	Labels	Campaign Type	Campaign sub-type	Clicks	Impressions	CTR	Avg. CPC	Cost	Avg. position	Converted clicks	Cost / converted click	Click conversion rate	View-through Conv.
paused	Ad name: Modular design ad created 12/6/13; 120 x 600;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	paused	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	ExDemo Hyundai i30 £169pm	"Special Lease Deal - CD, Alarm, MP3"	"5 In Stock Now, Delivery in 7 Days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback/i30-hatchback-14-active-5dr-5600837					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Bad Credit Car Leasing	Range of cars from £100pm in stock	"No Deposit, delivery in days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/subprime-cars					Bad Credit Leasing	Bad Credit	approved	 --	Search Only	All features	327	5201	6.29%	1.08	353.82	3.3	16	22.11	4.89%	0
removed	Zero Deposit Leasing	Cars from £90pm with no Deposit	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Lease Vaux-Insignia £179	Diesel Sports Tourer Online Offer	2.0 CDTi 160t SRi 5Dr Auto	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-sports-tourer-2.0-cdti-160-sri-nav-5dr-auto-918242					Vauxhall	Vauxhall Insignia (Petrol)	paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Peugeot107 1.0 £92	107 Hatch 1.0 Urban 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-534244					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ad name: Modular design ad created 12/6/13; 160 x 600;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	removed	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Incredible Lease Prices	NEW Autumn deals online from £69	"Best Prices, UK Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/specials.php					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Zero Deposit Leasing	Cars from £99pm with no Deposit	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £128pm	1.6 Expresssion 16V 5DR	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/renault/megane-hatchback-1.6-16v-110-dynamique-5dr-969945					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Incredible Lease Prices	View our Range Online from £89	"No Deposit, In Stock, Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £153pm	Range of Insignias in stock with 0	"deposit options, immediate delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/business-lease-cars/vauxhall/insignia-hatchback/insignia-hatchback-18i-16v-exclusiv-5dr-3436009					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ad name: Modular design ad created 12/6/13; 728 x 90;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	removed	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ad name: Modular design ad created 12/6/13; 728 x 90;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	paused	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	LeasePeugeot 107 1.0 £92	107 Hatch 1.0 Urban 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-648796					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ad name: Modular design ad created 12/6/13; 120 x 600;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	removed	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ad name: Modular design ad created 12/6/13; 728 x 90;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	paused	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultMegane £159.00pm	1.6 16V110Dynamique TommTom 5dr	New Shape in stock now.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=279839					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Lease NissanDuke £137pm	Nissan Juke Hatchback 1.6 Visia 5dr	"New Online Deal, Delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/business-lease-cars/nissan/juke-hatchback-1.6-visia-5dr-490469					Nissan	Nissan Duke	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	AudiA3 Hatch £255pm	AudiA3 Hatchback1.6 Technik 3dr	"Air Con, ABS, CD, In Stock"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=282805					Audi	Audi A3	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Fiat Punto Hatch £127p/m	1.2 Easy 3dr Brio Pack.	In Stock For Immediate Delivery!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/fiat/punto-hatchback/punto-hatchback-12-easy-3dr-brio-pack-5609405					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £169pm	VauxhallInsignia 1.8 16v 5DR	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=191496					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	ZERO Deposit Leasing	Cars from £99pm with no Deposit	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/exdemo.php?nodeposit=1					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Hyundiai30 £128 pm	HyundaiI30 Hatch 1.4 Classic 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i30-hatchback-1.4-classic-5dr-420750					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FordFocus Hatch £139pm	Top Deal Zetec 1.6 100i 5Dr	"In Stock, Delivery in 7 days!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback-1.6-zetec-5dr-490457					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease with no Deposit	Cars from £99pm with no Deposit	"All cars in stock,delivery 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Leasing with no deposit.	No Deposit Leasing with best	prices online inc free delivery.	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars?gclid=CP-no7mS5boCFZMdtAodRx4A3A					Remarketing	Remarketing	removed	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ex Demo FordFocus £159pm	Top Deal 1.6 TDCi Focus Zetec 5dr	"Sat Nav, Alloy, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback/focus-diesel-hatchback-16-tdci-115-zetec-5dr-2310899					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease FordFocus £149pm	Ex Demo Hatch 1.6 Zetec 5dr	"In Stock, Delivery in Days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback/focus-hatchback-16-zetec-5dr-7147047					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Personal Quick Leasing	Range of cars in stock from £97	"Zero Deposit, delivery in days."	www.hippoleasing.co.uk/quote	http://www.hippoleasing.co.uk/search?mode=PCH&vt=cars					Personal Leasing Quotes	Quick Leasing Quote (Generic)	removed	 --	Search Only	Standard	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease SeatIbiza £134	"Coupe 1.2 S 3dr AC, in stock."	"Delivery in days. Bluetooth, Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/personal-lease-cars/seat/ibiza-coupe/ibiza-sport-coupe-12-s-3dr-ac-15560698					Seat	Seat Ibiza	campaign paused	 --	Search Only	All features	49	460	10.65%	3.72	182.06	1.7	1	182.06	2.04%	0
removed	Ex Demo FordFocus £169pm	1.6 TDCi Zetec 5dr Sports Model	Sat Nav/Alloy/Delivery in 7 days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-diesel-hatchback-1.6-tdci-115-zetec-5dr-987572					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Zero Deposit Leasing	Cars and Vans from £90per month	"In stock, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/search?mode=EDND&vt=cars					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £169pm	VauxhallInsignia 1.8 16v 5DR	in stock now delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/vehicle.php?formid=dealdetail&mode=lease&id=228058					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ex Demo FordFocus £149pm	1.6 Focus Zetec 5dr Hatchback	"Sat Nav, Alloys, Delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback/focus-hatchback-16-zetec-5dr-7147047					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Corsa Hatch £112pm	NEW Model Corsa 1.4 SXi 5dr.	"Alloys, CD, Air Con, In stock!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/corsa-hatchback/corsa-hatchback-14-sxi-5dr-2311498					Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	LeasePeugeot 107 £112pm	"107 Hatch 1.0 5dr, loads of extras"	"ex Demo In Stock, Delivered in days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/personal-lease-cars/peugeot/107-hatchback/107-hatchback-10-active-5dr-11465486					Peugeot	Peugeot 107	approved	 --	Search Only	All features	28	725	3.86%	0.83	23.34	3.8	0	0	0.00%	0
removed	Vauxhall Corsa Hatch £119	NEW Model Corsa 1.4 SE 5dr.	Alloys/CD/Air Con/In stock!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/corsa-hatchback/corsa-hatchback-14-se-5dr-2311293					Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ad name: Modular design ad created 12/6/13; 300 x 250;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	paused	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Golf-Diesel £174pm	1.6 TDi 105 S 5dr in stock now.	"In stock, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-diesel-hatchback-1.6-tdi-105-s-5dr-604363					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	FiatPuntoEvo Hatch £107pm	"1.4 Active 5dr, CD, USB"	only £107 per month. 4 In stock now	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/fiat/punto-evo-hatchback-1.4-active-5dr-624784					Fiat Punto	Fiat Punto	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £186pm	Diesel Hatchback Special Offer	2.0 CDTi 160t SRi 5Dr Automatic	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback/insignia-diesel-hatchback-20-cdti-sri-160-5dr-auto-13996717					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Car Leasing from £80pm	Business/Personal View Offer Online	"Easy Leasing, all cars in stock"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/index.php					Generic Car Leasing	Car leasing	approved	 --	Search Only	All features	56	652	8.59%	0.63	35.38	2	1	35.38	1.79%	0
removed	Personal Quick Leasing	Range of cars in stock from £85	"Zero Deposit, delivery in days."	www.hippoleasing.co.uk/quote	http://www.hippoleasing.co.uk/personal-lease-cars					Personal Leasing Quotes	Quick Leasing Quote (Generic)	removed	 --	Search Only	Standard	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	MiniFirst 1.4 Hatch £129	"3dr, ABS free servicing"	"In stock, delivery in days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/mini/first-hatchback-1.4-first-3dr-675810					Mini	Mini Cooper	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Vauxhall Corsa Hatch £112	NEW Model Corsa 1.4 SXi 5dr.	"Alloys, CD, Air Con, In Stock!"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/corsa-hatchback/corsa-hatchback-14-sxi-5dr-2311498					Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Car Lease with No Deposit	Cars from £80pm with no deposit	"All In Stock, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	removed	 --	Search Only	All features	4308	25606	16.82%	0.64	"2,738.39"	2.5	169	16.2	3.92%	0
enabled	Lease FordFocus £155pm	Top Deal New FordFocus 1.6 Zetec	Climate/Tax/Delivery in Nov Free!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback/focus-hatchback-16-zetec-5dr-7147047					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Amazing {KeyWord:Lease Deals}	New updated deals from £89	"Great Prices, UK Free Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars					Generic Vehicle Leasing	Vehicle Leasing	campaign paused	 --	Search Network with Display Select	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Car Lease with bad credit	Range of cars from £100pm in stock	"No Deposit, delivery in 7 days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/subprime-cars					Bad Credit Leasing	Bad Credit	paused	 --	Search Only	All features	132	2125	6.21%	0.89	117.72	3.4	5	23.54	3.79%	0
removed	Golf-Diesel Hatch £199pm	1.6 TDi 105 S 5dr in stock now.	Road Tax Inc and Free Delivery Wow!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-diesel-hatchback-1.6-tdi-105-s-5dr-315163					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhalInsignia £169pm	Brand New Insignia 1.8 16v	Special Online Offer Now in Stock	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback-1.8-16v-140i-exclusive-5dr-345366					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Ex Demo FordFocus £148pm	1.6 TDCi Titanium 5dr Sports Model	Sat Nav/Alloy/Delivery in 7 days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-diesel-hatchback-1.6-tdci-titanium-5dr-110-dpf-918207					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	LeasePeugeot 107 1.0 £95	107 Hatch 1.0 Urban 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-1020776					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease Peugeot107 1.0 £89	107 Hatch 1.0 Urban 5dr	"Now in Stock, Delivery in Days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/peugeot/107-hatchback/107-hatchback-10-urban-5dr-2330846					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	AudiA3 Hatch £250pm	Ex Demo Diesel 1.6 TDI Sport 5dr	"Air Con, ABS, CD, In Stock Now"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/personal-lease-cars/audi/a3-hatchback/a3-diesel-sportback-16-tdi-sport-5dr-6968256					Audi	Audi A3	removed	 --	Search Only	All features	5	403	1.24%	0.89	4.47	6.2	0	0	0.00%	0
removed	HyundiaiI10 £104pm	HyundaiI10 Hatch 1.2 Active 5dr	In Stock Delivery in 7 Days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/hyundai/i10-hatchback-1.2-active-5dr-918215					Hyundai	Hyundia i30 (1.4 Active)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease FordTransit £198	"ABS, CD, Parking Sensors, in stock"	"Zero deposit, unlim mileage"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-vans/ford/transit-260-swb-diesel-fwd-low-roof-van-tdci-85ps-918213					Ford Transit	Ford Transit	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	RenaultClio Hatch £118pm	ONLY £104pm 1.2 16V Extreme 3dr	"New Model, 6 in stock now."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/renault/clio-hatchback-special-editions-1.2-16v-bizu-3dr-969941					Renault	Renault Clio	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	BMW 116D Sport-£222.89p/m	"In stock, delivery in 5 days."	"Alloys,AUX,AirCon,SportSeats + more"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/bmw/1-series-hatchback/1-series-diesel-hatchback-116d-sport-5dr-6693951					BMW	BMW 1series	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Lease a RenaultMegane 1.6	"From Only 128pm, Fast Delivery, MP3"	"SatNav, Handsfree - 6 Left in stock"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/renault/megane-hatchback/megane-hatchback-16-16v-110-dynamique-tomtom-5dr-2330916					Renault	Renault Megane	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Lease a car no deposit	Cars from £80pm with no deposit	"All In Stock, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	paused	 --	Search Only	All features	63	418	15.07%	0.66	41.57	2.8	1	41.57	1.59%	0
enabled	Lease SeatIbiza £134	"Coupe 1.2 S 3dr AC, in stock."	"Delivery in days. Bluetooth, Alloys"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/personal-lease-cars/seat/ibiza-coupe/ibiza-sport-coupe-12-s-3dr-ac-15560698					Seat	Seat Ibiza	campaign paused	 --	Search Only	All features	28	247	11.34%	3.47	97.2	1.4	1	97.2	3.57%	0
removed	Lease PeugeotBoxer £269	Zero Deposit. Diesel. Unlim Mileage	Own the van at the end of the lease	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-vans/peugeot/boxer-330-l1-diesel-2.2-hdi-h1-van-110ps-613347					Vans	Peugeot Van (Partner)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	LeasePeugeot 107 1.0 £99	107 Hatch 1.0 Millesim 5dr	Now in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/peugeot/107-hatchback-1.0-urban-5dr-918221					Peugeot	Peugeot 107	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	VauxhallInsignia £149pm	Diesel 2.0 CDTi SE 5dr Auto	"Spcial offer, Alloys, CD, Air Con"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-diesel-hatchback-2.0-cdti-se-160-5dr-auto-933795					Vauxhall	Vauxhall Insignia (Petrol)	removed	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	Ad name: Modular design ad created 12/6/13; 160 x 600;			hippoleasing.co.uk	http://hippoleasing.co.uk					Remarketing	Remarketing	paused	 --	Display Only	Remarketing	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Quick Leasing Quote	UK Wide Leasing On Ex Demo & New	"0 Deposit,Quick Response & Approval"	www.hippoleasing.co.uk/quote	http://www.hippoleasing.co.uk/quote					Personal Leasing Quotes	Quick Leasing Quote (Generic)	removed	 --	Search Only	Standard	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease FordFocus £155pm	Top Deal New FordFocus 1.6 Zetec	Climate/Tax/Delivery in Free!	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/focus-hatchback/focus-hatchback-16-zetec-5dr-7147047					Ford	Ford Focus (1.6 TDCI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Lease Clio No Deposit	RenaultClio Hatch £128pm 1.2 3dr	"In stock, Delivered in Days"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars/renault/clio-hatchback/clio-hatchback-special-editions-12-16v-bizu-3dr-6563324					Renault	Renault Clio	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	Lease Insignia £149pm	"Ex Demo 1.8i 16V 5dr, in Stock"	"ABS,Trip Comp, Climate/Cruise"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/vauxhall/insignia-hatchback/insignia-hatchback-18i-16v-exclusiv-5dr-7147044					Vauxhall	Vauxhall Insignia (Petrol)	approved	 --	Search Only	All features	47	746	6.30%	0.69	32.52	2.7	2	16.26	4.26%	0
enabled	No deposit car leasing	Cars from £80pm with no deposit	"All In Stock, delivery in days."	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-no-deposit-lease-cars					No Deposit Deals	No Deposit Deals	approved	 --	Search Only	All features	305	1696	17.98%	0.86	261.06	2.6	8	32.63	2.62%	0
paused	Cheapest UK PuntoDeal	FiatPunto 1.2 Pop Hatch 5dr	In Stock and only £99 per month	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/fiat/punto-hatchback/punto-hatchback-12-pop-5dr-start-stop-11789848					Fiat Punto	Fiat Punto	paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Personal Low Cost Leasing	Range of cars in stock from £97	"Zero Deposit, delivery in days."	www.hippoleasing.co.uk/quote	http://www.hippoleasing.co.uk/search?mode=PCH&vt=cars					Personal Leasing Quotes	Quick Leasing Quote (Generic)	removed	 --	Search Only	Standard	283	1270	22.28%	0.8	227.65	1.5	3	75.88	1.06%	0
removed	Lease Golf-Diesel £157pm	Ex Demo Hatch 1.2 TSI S 5dr	New Offer in stock delivery in days	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/volkswagen/golf-hatchback/golf-hatchback-12-tsi-s-5dr-2342023					VW	VW Golf	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
paused	BMW120d Sport £262pm	"Sports Model, Automatic, Alloys,"	"Only 4 Left in Stock, Fast Delivery"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/ex-demo-lease-cars/bmw/1-series-hatchback/1-series-diesel-hatchback-120d-m-sport-5dr-step-auto-12955654					BMW	BMW 1series	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
removed	Lease CorsaHatch £138pm	"Hatch,1.4 SXi 5dr In Stock,Delivery"	"in days. Alloys, CD, Sports Seats"	www.hippoleasing.co.uk	http://www.hippoleasing.co.uk/personal-lease-cars/vauxhall/corsa-hatchback/corsa-hatchback-14-sxi-5dr-1086286					Vauxhall Corsa	Vauxhall Corsa (1.4 SXI)	campaign paused	 --	Search Only	All features	0	0	0.00%	0	0	0	0	0	0.00%	0
enabled	FordKA Edge 1.2 £129pm	Ex Demo 1.2 Titanium 3dr £129pm	in stock now delivery in days	www.hippoleasing.co.uk		http://www.hippoleasing.co.uk/ex-demo-lease-cars/ford/ka-hatchback/ka-hatchback-12-titanium-3dr-11789856				Ford KA	KA (1.2 Edge)	campaign paused	 --	Search Only	All features	7	56	12.50%	0.83	5.79	2.4	1	5.79	14.29%	0
enabled	Personal Low Cost Leasing	Range of cars in stock from £97	"Zero Deposit, delivery in days."	www.hippoleasing.co.uk/quote		http://www.hippoleasing.co.uk/personal-lease-cars				Personal Leasing Quotes	Quick Leasing Quote (Generic)	approved	 --	Search Only	Standard	123	1261	9.75%	0.66	81.72	1.9	1	81.72	0.81%	0
