"CRITERIA_PERFORMANCE_REPORT (Apr 24, 2015-Apr 30, 2015)"
Campaign ID,Ad group ID,Keyword ID,Keyword / Placement,Criteria Type,Impressions,Clicks,Cost
242712493,17072927653,2907102469,graph visualizer,Keyword,0,0,0
242712493,17897728933,577516457,biological network,Keyword,0,0,0
242712493,17170669573,7556626263,data visualization research,Keyword,0,0,0
242712493,17170669573,4045427432,data visualization in data mining,Keyword,0,0,0
242712493,17453504533,23555697146,data visualization best practices,Keyword,0,0,0
242712493,17453504893,574908827,data analytical,Keyword,0,0,0
242712493,17453504533,3724504694,data visualization programs,Keyword,0,0,0
242712493,17897745613,12932040135,free data analysis tools,Keyword,0,0,0
239224093,17068227013,39259241,data visualization software,Keyword,0,0,0
239224093,17092944133,3586798683,components of a graph,Keyword,0,0,0
242712493,17453504533,1638283242,data visualize,Keyword,0,0,0
242712493,17453504533,4117624801,data visualization charts,Keyword,0,0,0
242712493,17453504773,49952158354,interactive visualization tools,Keyword,0,0,0
242712493,17897728933,75592435840,impact-factor.org,Placement,0,0,0
242712493,17897728933,23555718986,interactive network visualization,Keyword,0,0,0
242712493,17453504893,440576477,charting data,Keyword,0,0,0
242712493,17170672093,2046759726,data vizualisation,Keyword,0,0,0
242712493,17453504773,781301616,information visualization tools,Keyword,0,0,0
242712493,17170669573,1980757770,data visualizations,Keyword,0,0,0
239224093,17092944133,41756873801,component of graph,Keyword,0,0,0
242712493,17453504773,19216352402,best visualization tools,Keyword,0,0,0
242712493,17170669573,999733661,data analysis and visualization,Keyword,0,0,0
242712493,17897728933,346072197,nature.com,Placement,0,0,0
242712493,17453504533,94688014,data visualization tutorial,Keyword,0,0,0
239224093,17092945813,105523500493,clustering graph and network data,Keyword,0,0,0
239224093,17068227133,90350679,data visualisation software,Keyword,0,0,0
242712493,17170669573,2216561438,realtime data visualization,Keyword,0,0,0
239224093,17092945813,31366846068,data sets examples,Keyword,0,0,0
242712493,17453504533,17772890290,data visualization chart,Keyword,0,0,0
239224093,17068227013,546089572,network visualization software,Keyword,0,0,0
242712493,17897745613,16751536351,how to data analysis,Keyword,0,0,0
242712493,17170672093,60808973126,analysis of biological data solutions,Keyword,0,0,0
251837773,17548594813,46798823436,uservertical::80226,User Interest,0,0,0
242712493,17380651093,14537221,free web tools,Keyword,0,0,0
242712493,17453504773,13457377982,online visualization tools,Keyword,0,0,0
242712493,17453504893,10903031,data mining,Keyword,0,0,0
242712493,17897745613,11614727290,best data analysis software,Keyword,0,0,0
242712493,17897745613,2435556789,online data analysis tools,Keyword,0,0,0
242712493,17453504773,11895851,visualization,Keyword,0,0,0
242712493,17897728933,6801012940,visualization platform,Keyword,0,0,0
242712493,17897728933,552127696,visualization plug-in,Keyword,0,0,0
242712493,17897728933,19849994354,biology-innovation.co.uk,Placement,0,0,0
242712493,17453504893,103167435,data mining methods,Keyword,0,0,0
242712493,17453504773,1696112412,database visualization tools,Keyword,0,0,0
242712493,17897745613,25862326661,what are data analysis tools,Keyword,0,0,0
242712493,17453504773,1462028728,web visualization tool,Keyword,0,0,0
